date	event	z	s62	p80	type
2011-07-28	15181	4.879166666666666	28.12332216563615	28.18396618604259	m3
2011-08-06	15194	5	25.25992786399177	25.97439147979291	m3
2011-08-07	15194	5.074999999999999	30.40401536040584	29.787968807440784	m3
2011-08-08	15194	5.3375	33.62431888482101	33.181936105661435	m3
2011-08-09	15194	5.525	30.67481874371262	31.2868227436245	m3
2011-08-10	15194	5.65	34.17886287928495	33.185515209392804	m3
2011-08-21	15209	6.30625	18.070920675544883	17.67298291587516	m3
2011-08-22	15209	6.5562499999999995	18.158495660455635	18.047879762411945	m3
2011-08-23	15209	6.6	12.996003872949002	15.07839468501141	m3
2011-08-24	15209	6.6	14.717950133129234	15.05792623478645	m3
2011-08-25	15209	6.622916666666667	18.29159429756535	17.605782042920147	m3
2011-09-13	15232	7.275	22.053077493581057	21.357850151306167	m3
2011-09-14	15232	7.602083333333334	22.05564090790964	21.955892160494457	m3
2011-09-15	15232	8.3375	22.241907788089616	21.986245625818412	m3
2011-09-16	15232	8.60625	22.18637553608418	21.465482789863675	m3
2011-09-17	15232	8.7	19.319324787480816	20.28436515638484	m3
2012-06-12	15505	5.2	47.76071456359925	48.533896093554276	m3
2012-06-13	15505	5.15625	47.19050565217704	48.04164775001162	m3
2012-06-14	15505	5.729166666666667	20.543364956759124	22.142539013755563	m3
2012-06-15	15505	6.020833333333333	53.18855042039516	52.02571605024586	m3
2012-06-16	15505	5.864583333333334	44.485449589171004	45.17138621869924	m3
2012-06-26	15519	5.516666666666667	38.27657126701616	42.560203198794134	m3
2012-06-27	15519	5.385416666666667	39.64365412260485	43.57371742231074	m3
2012-06-28	15519	5.245833333333334	40.476118030897666	41.60989354457969	m3
2012-06-29	15519	4.8375	39.43428488971864	44.45296226151323	m3
2012-06-30	15519	4.60625	37.73607594387607	43.498184639154374	m3
2012-07-09	15532	4.433333333333334	64.93184054484162	65.03641921279771	m3
2012-07-10	15532	4.664583333333334	64.95500995759986	64.79416285467482	m3
2012-07-11	15532	4.841666666666667	64.30338236299005	64.50030692897973	m3
2012-07-12	15532	4.8125	65.87063351076674	65.7150168679435	m3
2012-07-13	15532	4.8875	65.06747802808106	64.902428655510235	m3
2012-07-24	15547	5.558333333333334	58.35549868431458	58.83697917294823	m3
2012-07-25	15547	5.727083333333333	40.692753117297116	40.91348122832196	m3
2012-07-26	15547	6	50.67141314148427	50.81108554373776	m3
2012-07-27	15547	6.397916666666667	55.528519834464156	55.574510590666506	m3
2012-07-28	15547	6.454166666666667	58.553916086323774	58.941322849563456	m3
2012-08-07	15561	6.691666666666666	52.18944969315554	52.79273171508714	m3
2012-08-08	15561	6.7125	32.45045779463473	36.390909833403995	m3
2012-08-09	15561	7.141666666666667	35.401255728443886	37.941886604447745	m3
2012-08-10	15561	7.4375	52.38915787079178	52.64291949957069	m3
2012-08-11	15561	7.5	51.8465768114084	51.759845654081104	m3
2013-06-23	15881	3.7333333333333334	26.47027237105048	26.3731838417715	m3
2013-06-24	15881	3.4187499999999997	27.238328396511225	26.84073757693923	m3
2013-06-25	15881	2.745833333333333	26.730961105684273	26.18724185800813	m3
2013-06-26	15881	2.3270833333333334	20.922121547341284	20.88292899460589	m3
2013-06-27	15881	2.05625	24.340139161438366	24.710688492018168	m3
2013-07-22	15910	4.414583333333333	30.903534780428014	31.72218983470433	m3
2013-07-23	15910	5.052083333333333	34.24451758980525	34.12643500340212	m3
2013-07-24	15910	5.010416666666667	30.250072374839576	31.683933336339255	m3
2013-07-25	15910	4.964583333333334	31.95329564518365	32.38374602528393	m3
2013-07-26	15910	5.116666666666666	29.640881490468505	30.029177650937275	m3
2013-08-03	15922	5.389583333333333	42.853073314468624	41.243336020154295	m3
2013-08-04	15922	5.5	42.626178879321195	41.10783144290439	m3
2013-08-05	15922	5.485416666666667	27.100878272703884	29.634885732393737	m3
2013-08-06	15922	5.6125	36.04563127262855	35.316095895143	m3
2013-08-07	15922	5.597916666666666	37.676741206355246	37.29007981764647	m3
2013-08-19	15938	5.589583333333334	22.277315257273994	22.140963049811862	m3
2013-08-20	15938	5.410416666666667	23.0237392080499	22.557702315447184	m3
2013-08-21	15938	5.158333333333333	19.209021574566847	19.409548930116713	m3
2013-08-22	15938	4.852083333333334	23.984236846707006	23.664132547464988	m3
